Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
77309,431074,431989,2,30-Jan-09,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
77409,432914,432149,2,30-Jan-09,703,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
77809,423583,434592,2,29-Jan-09,740,Unclassified,Wet / Damp,Daylight: street lights present,Other,Driver,Serious,Male,59,Pedal cycle
77909,434271,433802,1,31-Jan-09,1801,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car
77909,434271,433802,1,31-Jan-09,1801,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,24,Car
78009,424889,427724,2,30-Jan-09,1823,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35,Motorcycle over 500cc
78109,422365,440401,1,30-Jan-09,1820,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Male,32,Car
78409,433659,438992,1,01-Feb-09,506,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,22,Car
78409,433659,438992,1,01-Feb-09,506,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,21,Car
78509,426868,437527,2,14-Jan-09,1138,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
78509,426868,437527,2,14-Jan-09,1138,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
78809,422078,433943,2,29-Jan-09,1330,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
78809,422078,433943,2,29-Jan-09,1330,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Car
79209,423015,437661,2,31-Jan-09,1920,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Pedal cycle
79509,427608,434511,2,30-Jan-09,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Other Vehicle 
79509,427608,434511,2,30-Jan-09,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,31,Car
79509,427608,434511,2,30-Jan-09,2248,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
79809,435231,434830,2,30-Jan-09,715,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,33,Car
79809,435231,434830,2,30-Jan-09,715,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,54,Car
80009,428546,433218,2,30-Jan-09,2139,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
80209,435518,434819,1,22-Jan-09,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,86,Pedal cycle
80409,435821,435759,3,29-Jan-09,2332,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Car
80409,435821,435759,3,29-Jan-09,2332,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car
80509,432061,436084,3,29-Jan-09,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car
80509,432061,436084,3,29-Jan-09,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
80509,432061,436084,3,29-Jan-09,821,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
80609,432798,434232,2,01-Feb-09,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
80609,432798,434232,2,01-Feb-09,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car
80709,435211,433542,1,06-Jan-09,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
81009,422286,433429,1,24-Jan-09,308,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
81609,430243,424085,5,30-Jan-09,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Car
81609,430243,424085,5,30-Jan-09,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
81609,430243,424085,5,30-Jan-09,1755,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car
82809,432453,433799,2,02-Feb-09,1011,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,37,Car
85909,429427,435414,1,29-Jan-09,2241,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Serious,Male,44,Taxi/Private hire car
86809,423618,434131,1,08-Jan-09,1710,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,7,Car
87909,418803,442401,1,02-Feb-09,1720,Unclassified,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,4,Car
88309,438496,430405,2,01-Feb-09,1250,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
88709,436169,427632,2,03-Feb-09,1800,A,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
88809,440497,434871,1,02-Feb-09,935,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,47,Car
88909,428678,435628,2,28-Jan-09,1720,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Male,25,Pedal cycle
89009,435099,434709,2,02-Feb-09,1540,A,Snow,Daylight: street lights present,Snowing with high winds,Driver,Slight,Male,49,Car
89109,426281,435577,2,30-Jan-09,1435,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car
89209,443610,435910,6,02-Feb-09,922,Motorway,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,22,Car
89309,433725,434028,2,03-Feb-09,830,A,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,03-Feb-09,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,03-Feb-09,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
89309,433725,434028,2,03-Feb-09,830,A,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,19,Bus or coach (17 or more passenger seats)
89709,432172,427284,1,31-Jan-09,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
89709,432172,427284,1,31-Jan-09,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Car
89709,432172,427284,1,31-Jan-09,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car
89709,432172,427284,1,31-Jan-09,344,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,40,Car
90309,432117,434677,2,04-Feb-09,1641,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
90809,435926,435424,1,28-Jan-09,805,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car
93909,430889,434252,3,28-Jan-09,1209,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
93909,430889,434252,3,28-Jan-09,1209,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
94109,434031,428101,2,05-Feb-09,953,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,66,Car
94609,426645,433497,2,06-Feb-09,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
94609,426645,433497,2,06-Feb-09,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car
94709,428502,434530,3,24-Jan-09,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car
94809,429157,431575,1,04-Feb-09,800,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Female,44,Car
94909,422927,433213,2,06-Feb-09,755,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc
95009,427122,437370,2,26-Jan-09,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Car
95009,427122,437370,2,26-Jan-09,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Car
95109,427504,425505,2,05-Feb-09,1925,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,58,Car
95109,427504,425505,2,05-Feb-09,1925,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
95409,421853,436450,1,06-Feb-09,1235,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,94,Car
95809,420964,439969,1,31-Jan-09,1455,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Car
97409,425619,432950,1,09-Feb-09,800,Unclassified,Frost / Ice,Darkness: street lights present and lit,Other,Driver,Slight,Male,35,Car
98109,424140,434003,1,09-Feb-09,550,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,34,Car
98509,424083,434043,1,09-Feb-09,510,A,Frost / Ice,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,43,Car
98809,435698,434586,1,05-Feb-09,1015,Unclassified,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,26,Car
99009,440349,433609,2,09-Feb-09,725,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
99509,442236,431749,1,06-Feb-09,2245,A,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,25,Car
99509,442236,431749,1,06-Feb-09,2245,A,Frost / Ice,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,34,Car
100009,435345,434799,1,07-Feb-09,513,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car
100809,432521,434724,2,06-Feb-09,1710,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,36,Motorcycle over 500cc
101209,434457,433704,2,07-Feb-09,1945,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,64,Car
101609,428301,434811,1,08-Feb-09,335,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Taxi/Private hire car
101709,442496,434219,2,03-Feb-09,915,A,Snow,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
101709,442496,434219,2,03-Feb-09,915,A,Snow,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,29,Car
101909,432772,429619,1,03-Feb-09,1620,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Motorcycle over 500cc
102109,433192,437362,1,05-Feb-09,900,Unclassified,Snow,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car
102909,437021,429229,3,06-Feb-09,1705,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car
103309,429860,431850,1,07-Feb-09,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats)
103309,429860,431850,1,07-Feb-09,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Bus or coach (17 or more passenger seats)
103309,429860,431850,1,07-Feb-09,1603,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats)
103709,429915,434256,2,07-Feb-09,1203,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
104209,430704,432541,2,08-Feb-09,1829,A,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,63,Car
105309,420896,434453,2,31-Jan-09,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
105409,436330,425921,6,05-Feb-09,927,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
105809,430346,435461,2,05-Feb-09,935,Unclassified,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,29,Car
106409,436940,425890,3,19-Jan-09,1328,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
106609,428747,430849,2,04-Feb-09,1240,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
106709,415911,442016,2,09-Feb-09,1315,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under
106709,415911,442016,2,09-Feb-09,1315,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Goods vehicle 3.5 tonnes mgw and under
107409,427572,427479,1,09-Feb-09,840,Unclassified,Frost / Ice,Daylight: street lights present,Other,Driver,Slight,Female,25,Car
108209,430760,435209,2,08-Feb-09,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Car
108509,430376,434971,2,01-Feb-09,1300,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Female,48,Car
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats)
111609,434065,435141,1,06-Feb-09,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Bus or coach (17 or more passenger seats)
112209,426467,435765,1,19-Jan-09,1730,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Pedestrian,Slight,Female,27,Goods vehicle 3.5 tonnes mgw and under
112409,426127,442567,2,11-Feb-09,20,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car
113309,430385,433607,1,04-Feb-09,1530,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,24,Taxi/Private hire car
113409,429369,431381,4,09-Feb-09,900,Unclassified,Snow,Daylight: street lights present,Other,Driver,Slight,Male,50,Goods vehicle 3.5 tonnes mgw and under
113409,429369,431381,4,09-Feb-09,900,Unclassified,Snow,Daylight: street lights present,Other,Driver,Slight,Male,29,Car
114109,430080,435417,2,11-Feb-09,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car
114109,430080,435417,2,11-Feb-09,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Car
115209,432418,434860,1,10-Feb-09,1145,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Bus or coach (17 or more passenger seats)
115909,427619,436158,2,30-Jan-09,1545,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car
115909,427619,436158,2,30-Jan-09,1545,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
116109,427111,436977,2,10-Feb-09,1515,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
117309,433035,437106,2,11-Feb-09,740,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Car
117309,433035,437106,2,11-Feb-09,740,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,57,Minibus (8 – 16 passenger seats)
